id,user_id,amount,type,date_time,category,icon_url
838629,941,2500,debit,2020-06-15 8:33:23,airfare,https://api.kliqr.com/images/icons/tags/airfare.png
84056,941,52.5,debit,2020-06-18 21:32:27,education,https://api.kliqr.com/images/icons/tags/education.png
564310,941,400,debit,2020-06-21 1:07:26,loan repayment,https://api.kliqr.com/images/icons/tags/loan.png
1565615,941,13000,debit,2020-06-26 4:34:19,isusu & contribution,https://api.kliqr.com/images/icons/tags/isusu.png
1457757,941,4050,debit,2020-06-28 1:17:06,betting,https://api.kliqr.com/images/icons/tags/betting.png
1131053,941,450,debit,2020-07-02 16:59:21,dues,https://api.kliqr.com/images/icons/tags/dues.png
1934907,941,2500,debit,2020-07-02 20:07:33,hotel & travel,https://api.kliqr.com/images/icons/tags/hotel.png
6283,941,64000,credit,2020-07-11 18:29:10,yoga,https://api.kliqr.com/images/icons/tags/yoga.png
982023,941,250,debit,2020-07-15 23:55:19,beauty,https://api.kliqr.com/images/icons/tags/beauty.png
564854,941,3100,debit,2020-07-16 23:18:33,farming,https://api.kliqr.com/images/icons/tags/farming.png
1314422,941,10000,credit,2020-07-18 6:13:02,tax,https://api.kliqr.com/images/icons/tags/tax.png
866025,941,4,debit,2020-07-18 15:46:38,bills & utilities,https://api.kliqr.com/images/icons/tags/utility.png
529575,941,35000,debit,2020-07-23 18:39:36,friends,https://api.kliqr.com/images/icons/tags/friends.png
28616,941,7500,debit,2020-07-26 4:36:23,gidifarm,https://api.kliqr.com/images/icons/tags/gidifarms.png
981872,941,2500,debit,2020-07-27 7:36:55,vacation,https://api.kliqr.com/images/icons/tags/vacation.png
2661726,941,300,debit,2020-08-01 10:36:47,data,https://api.kliqr.com/images/icons/tags/data.png
838701,941,5000,credit,2020-08-03 12:46:39,family,https://api.kliqr.com/images/icons/tags/family.png
931651,941,2000,debit,2020-08-04 22:03:24,food stuff,https://api.kliqr.com/images/icons/tags/food-stuff.png
1242250,941,7000,debit,2020-08-05 3:10:54,fuel,https://api.kliqr.com/images/icons/tags/fuel.png
424414,941,79319,debit,2020-08-09 10:36:11,supermarket & store,https://api.kliqr.com/images/icons/tags/supermarket-and-store.png
2907227,941,6052.5,debit,2020-08-16 13:39:29,bank charges,https://api.kliqr.com/images/icons/tags/bank-charges.png
1827735,941,4000,debit,2020-08-17 5:34:10,car,https://api.kliqr.com/images/icons/tags/car.png
2770894,941,14000,credit,2020-08-17 16:18:55,uber,https://api.kliqr.com/images/icons/tags/uber.png
103137,941,700,debit,2020-08-25 16:51:55,gotv,https://api.kliqr.com/images/icons/tags/gotv.png
1264919,941,1500,debit,2020-08-28 13:53:11,dstv,https://api.kliqr.com/images/icons/tags/dstv.png
34396,941,10000,debit,2020-09-01 13:05:37,work,https://api.kliqr.com/images/icons/tags/work.png
2970737,941,3000,debit,2020-09-03 4:32:47,lounge & bar,https://api.kliqr.com/images/icons/tags/lounge-and-bar.png
881759,941,2000,debit,2020-09-08 13:54:28,loan,https://api.kliqr.com/images/icons/tags/loan.png
1314032,941,50,credit,2020-09-09 17:15:00,restaurant & fast food,https://api.kliqr.com/images/icons/tags/restaurant-and-fastfood.png
1335962,941,200,debit,2020-09-11 20:04:08,home,https://api.kliqr.com/images/icons/tags/home.png
536460,941,8000,debit,2020-09-12 6:29:09,generator,https://api.kliqr.com/images/icons/tags/generator.png
216235,941,7.03,credit,2020-09-15 7:01:31,interest,https://api.kliqr.com/images/icons/tags/interest.png
1144917,941,2000,debit,2020-09-16 23:14:45,shoes,https://api.kliqr.com/images/icons/tags/shoes.png
1307560,941,2000,debit,2020-09-22 18:59:59,salary,https://api.kliqr.com/images/icons/tags/salary.png
410944,941,3670.27,debit,2020-09-28 0:34:18,fitness,https://api.kliqr.com/images/icons/tags/fitness.png
1120758,941,2000,credit,2020-10-01 1:49:11,health care,https://api.kliqr.com/images/icons/tags/medication.png
1275022,941,10000,debit,2020-10-02 2:49:00,friends & family,https://api.kliqr.com/images/icons/tags/friends.png
10764,941,500,debit,2020-10-02 6:51:06,dry cleaning,https://api.kliqr.com/images/icons/tags/laundry.png
1127245,941,500000,debit,2020-10-02 10:14:20,personal care,https://api.kliqr.com/images/icons/tags/personal-care.png
600,941,1000,debit,2020-10-06 11:11:19,taxi,https://api.kliqr.com/images/icons/tags/taxi.png
2224,941,12650,credit,2020-10-10 11:28:43,cash withdrawal,https://api.kliqr.com/images/icons/tags/cash-withdrawal.png
2185519,941,4000,debit,2020-10-10 19:19:36,medication & drugs,https://api.kliqr.com/images/icons/tags/medication.png
302003,941,10000,debit,2020-10-15 4:34:45,clothing,https://api.kliqr.com/images/icons/tags/clothing.png
727758,941,11500,debit,2020-10-21 4:18:53,gadgets & electronics,https://api.kliqr.com/images/icons/tags/gadgets.png
10051,941,3000,debit,2020-10-21 6:51:29,tithe,https://api.kliqr.com/images/icons/tags/tithe.png
230,941,80,debit,2020-11-01 19:10:58,cinema,https://api.kliqr.com/images/icons/tags/cinema.png
1294887,941,1800,debit,2020-11-06 15:29:53,gift & donations,https://api.kliqr.com/images/icons/tags/gift.png
827989,941,200,debit,2020-11-07 22:47:57,real estate,https://api.kliqr.com/images/icons/tags/realestate.png
6020,941,10000,debit,2020-11-07 23:13:28,rent,https://api.kliqr.com/images/icons/tags/rent.png
6431,941,10300,credit,2020-11-20 23:12:14,wedding,https://api.kliqr.com/images/icons/tags/wedding.png
2041574,941,3000,debit,2020-11-21 14:21:44,taxify,https://api.kliqr.com/images/icons/tags/taxify.png
1946483,941,2000,debit,2020-11-22 7:32:59,airtime,https://api.kliqr.com/images/icons/tags/airtime.png
1361669,941,46052.5,debit,2020-11-22 18:07:10,gym,https://api.kliqr.com/images/icons/tags/gym.png
1306264,941,15000,credit,2020-11-22 23:30:43,tollgate,https://api.kliqr.com/images/icons/tags/tollgate.png
114836,941,3100,debit,2020-11-23 3:31:58,church,https://api.kliqr.com/images/icons/tags/church.png
1340584,941,140000,debit,2020-12-06 18:51:03,baby items,https://api.kliqr.com/images/icons/tags/baby-items.png
2766533,941,50000,credit,2020-12-09 11:56:22,pocket money,https://api.kliqr.com/images/icons/tags/pocket-money.png
1319623,941,11500,debit,2020-12-13 12:25:43,airfare,https://api.kliqr.com/images/icons/tags/airfare.png
2655223,941,1000,debit,2020-12-14 9:51:35,savings & investment,https://api.kliqr.com/images/icons/tags/savings.png
1131272,941,3150,debit,2020-12-14 22:41:46,travel,https://api.kliqr.com/images/icons/tags/travel.png
832236,941,2000,debit,2020-12-16 4:09:22,loan repayment,https://api.kliqr.com/images/icons/tags/loan.png
2830369,941,3882,debit,2020-12-23 12:31:01,education,https://api.kliqr.com/images/icons/tags/education.png
873355,941,100,credit,2020-12-24 1:32:41,insurance,https://api.kliqr.com/images/icons/tags/insurance.png
1308731,941,65,debit,2020-12-26 18:16:41,betting,https://api.kliqr.com/images/icons/tags/betting.png
1690,941,35000,debit,2020-12-28 19:11:31,isusu & contribution,https://api.kliqr.com/images/icons/tags/isusu.png
1553512,941,100,debit,2021-01-01 6:29:06,farming,https://api.kliqr.com/images/icons/tags/farming.png
1388102,941,200,debit,2021-01-02 20:30:54,beauty,https://api.kliqr.com/images/icons/tags/beauty.png
1274093,941,10000,debit,2021-01-03 0:05:43,tax,https://api.kliqr.com/images/icons/tags/tax.png
2761876,941,5000,debit,2021-01-06 2:42:14,vacation,https://api.kliqr.com/images/icons/tags/vacation.png
1239447,941,200,debit,2021-01-07 3:46:58,friends,https://api.kliqr.com/images/icons/tags/friends.png
524272,941,250000,debit,2021-01-07 20:56:01,gidifarm,https://api.kliqr.com/images/icons/tags/gidifarms.png
223735,941,10,debit,2021-01-17 9:56:19,dues,https://api.kliqr.com/images/icons/tags/dues.png
15343,941,200,debit,2021-01-20 14:17:38,hotel & travel,https://api.kliqr.com/images/icons/tags/hotel.png
2969152,941,40000,credit,2021-01-21 10:15:05,bills & utilities,https://api.kliqr.com/images/icons/tags/utility.png
10875,941,11.96,credit,2021-01-25 3:00:49,yoga,https://api.kliqr.com/images/icons/tags/yoga.png
2772818,942,52.5,debit,2020-02-04 7:50:36,uber,https://api.kliqr.com/images/icons/tags/uber.png
1922946,942,360000,debit,2020-02-08 21:50:00,data,https://api.kliqr.com/images/icons/tags/data.png
2791,942,200,debit,2020-02-08 22:10:54,fuel,https://api.kliqr.com/images/icons/tags/fuel.png
1254395,942,100,debit,2020-02-09 22:24:45,bank charges,https://api.kliqr.com/images/icons/tags/bank-charges.png
1354321,942,10000,credit,2020-02-11 5:35:57,family,https://api.kliqr.com/images/icons/tags/family.png
1239205,942,1970.29,debit,2020-02-14 21:29:32,dstv,https://api.kliqr.com/images/icons/tags/dstv.png
917231,942,16,debit,2020-02-17 15:15:30,car,https://api.kliqr.com/images/icons/tags/car.png
1357459,942,100000,credit,2020-02-17 23:19:09,food stuff,https://api.kliqr.com/images/icons/tags/food-stuff.png
2860,942,5000,debit,2020-02-23 23:01:42,supermarket & store,https://api.kliqr.com/images/icons/tags/supermarket-and-store.png
8014,942,5000,debit,2020-02-27 18:35:14,gotv,https://api.kliqr.com/images/icons/tags/gotv.png
28561,942,1100,debit,2020-03-01 22:53:32,shoes,https://api.kliqr.com/images/icons/tags/shoes.png
1306964,942,10,debit,2020-03-06 12:41:12,work,https://api.kliqr.com/images/icons/tags/work.png
1488013,942,15000,debit,2020-03-13 18:26:36,salary,https://api.kliqr.com/images/icons/tags/salary.png
1453394,942,24000,debit,2020-03-16 12:39:10,generator,https://api.kliqr.com/images/icons/tags/generator.png
923558,942,500,debit,2020-03-17 6:51:04,home,https://api.kliqr.com/images/icons/tags/home.png
349743,942,20000,debit,2020-03-18 22:59:05,loan,https://api.kliqr.com/images/icons/tags/loan.png
405129,942,22388.62,debit,2020-03-19 18:14:46,fitness,https://api.kliqr.com/images/icons/tags/fitness.png
1159793,942,65,debit,2020-03-21 12:27:02,lounge & bar,https://api.kliqr.com/images/icons/tags/lounge-and-bar.png
969113,942,2300,credit,2020-03-25 12:52:20,restaurant & fast food,https://api.kliqr.com/images/icons/tags/restaurant-and-fastfood.png
2651539,942,17000,credit,2020-03-28 20:10:07,interest,https://api.kliqr.com/images/icons/tags/interest.png
1942958,942,1100,credit,2020-04-06 4:26:41,medication & drugs,https://api.kliqr.com/images/icons/tags/medication.png
2961019,942,11500,debit,2020-04-11 1:24:16,clothing,https://api.kliqr.com/images/icons/tags/clothing.png
1293356,942,5052.5,debit,2020-04-11 17:43:53,gadgets & electronics,https://api.kliqr.com/images/icons/tags/gadgets.png
1377289,942,15000,debit,2020-04-13 14:24:22,tithe,https://api.kliqr.com/images/icons/tags/tithe.png
2362506,942,18000,credit,2020-04-14 20:10:51,health care,https://api.kliqr.com/images/icons/tags/medication.png
1311162,942,2000,debit,2020-04-18 10:46:57,friends & family,https://api.kliqr.com/images/icons/tags/friends.png
1817852,942,4000,debit,2020-04-19 2:29:08,personal care,https://api.kliqr.com/images/icons/tags/personal-care.png
2970913,942,200,debit,2020-04-20 6:21:02,cash withdrawal,https://api.kliqr.com/images/icons/tags/cash-withdrawal.png
2136709,942,100,debit,2020-04-23 22:29:59,taxi,https://api.kliqr.com/images/icons/tags/taxi.png
1879230,942,2000,debit,2020-04-28 17:19:13,dry cleaning,https://api.kliqr.com/images/icons/tags/laundry.png
990910,942,10000,debit,2020-05-05 2:59:25,real estate,https://api.kliqr.com/images/icons/tags/realestate.png
1013788,942,100,debit,2020-05-06 11:09:06,rent,https://api.kliqr.com/images/icons/tags/rent.png
2947080,942,4000,debit,2020-05-08 3:44:01,cinema,https://api.kliqr.com/images/icons/tags/cinema.png
2096344,942,200,debit,2020-05-08 8:43:44,gift & donations,https://api.kliqr.com/images/icons/tags/gift.png
1299833,942,10000,debit,2020-05-10 5:31:15,church,https://api.kliqr.com/images/icons/tags/church.png
898774,942,211750,credit,2020-05-11 7:27:08,wedding,https://api.kliqr.com/images/icons/tags/wedding.png
565515,942,100000,debit,2020-05-18 9:37:36,gym,https://api.kliqr.com/images/icons/tags/gym.png
474222,942,8000,debit,2020-05-20 6:37:15,tollgate,https://api.kliqr.com/images/icons/tags/tollgate.png
1110064,942,66673,credit,2020-05-23 9:31:55,airtime,https://api.kliqr.com/images/icons/tags/airtime.png
1839273,942,52.5,debit,2020-05-27 2:23:14,taxify,https://api.kliqr.com/images/icons/tags/taxify.png
999440,942,300,debit,2020-06-02 10:21:04,loan repayment,https://api.kliqr.com/images/icons/tags/loan.png
10980,942,8000,credit,2020-06-03 6:20:46,pocket money,https://api.kliqr.com/images/icons/tags/pocket-money.png
1274900,942,1800,debit,2020-06-06 1:48:30,travel,https://api.kliqr.com/images/icons/tags/travel.png
864925,942,100,debit,2020-06-09 11:56:16,savings & investment,https://api.kliqr.com/images/icons/tags/savings.png
1358475,942,1000,debit,2020-06-12 22:01:57,airfare,https://api.kliqr.com/images/icons/tags/airfare.png
1273885,942,10000,debit,2020-06-14 15:34:06,betting,https://api.kliqr.com/images/icons/tags/betting.png
272900,942,490,debit,2020-06-15 13:59:46,baby items,https://api.kliqr.com/images/icons/tags/baby-items.png
1148028,942,112.5,credit,2020-06-15 16:39:20,insurance,https://api.kliqr.com/images/icons/tags/insurance.png
2970801,942,3000,debit,2020-06-20 11:48:32,education,https://api.kliqr.com/images/icons/tags/education.png
1010076,942,25052.5,debit,2020-06-25 6:36:45,isusu & contribution,https://api.kliqr.com/images/icons/tags/isusu.png
2711304,942,22800,debit,2020-07-05 0:42:22,vacation,https://api.kliqr.com/images/icons/tags/vacation.png
1325562,942,300000,credit,2020-07-11 9:30:05,yoga,https://api.kliqr.com/images/icons/tags/yoga.png
427515,942,1011.02,debit,2020-07-13 0:41:03,data,https://api.kliqr.com/images/icons/tags/data.png
1346147,942,200,debit,2020-07-16 23:29:25,tax,https://api.kliqr.com/images/icons/tags/tax.png
2891839,942,10065,debit,2020-07-17 21:01:39,friends,https://api.kliqr.com/images/icons/tags/friends.png
551360,942,100000,debit,2020-07-18 23:41:13,hotel & travel,https://api.kliqr.com/images/icons/tags/hotel.png
2196571,942,32800,debit,2020-07-22 12:19:49,beauty,https://api.kliqr.com/images/icons/tags/beauty.png
2021161,942,2052.5,debit,2020-07-22 21:00:04,food stuff,https://api.kliqr.com/images/icons/tags/food-stuff.png
2718903,942,6000,debit,2020-07-22 23:33:49,supermarket & store,https://api.kliqr.com/images/icons/tags/supermarket-and-store.png
1053617,942,10000,credit,2020-07-25 12:38:15,bills & utilities,https://api.kliqr.com/images/icons/tags/utility.png
1287630,942,18000,credit,2020-08-03 10:03:40,family,https://api.kliqr.com/images/icons/tags/family.png
1018675,942,1000,debit,2020-08-05 10:53:26,food stuff,https://api.kliqr.com/images/icons/tags/food-stuff.png
261173,942,40000,debit,2020-08-06 4:18:22,data,https://api.kliqr.com/images/icons/tags/data.png
1183394,942,100,debit,2020-08-07 12:49:37,data,https://api.kliqr.com/images/icons/tags/data.png
986018,942,98600,debit,2020-08-08 17:01:26,supermarket & store,https://api.kliqr.com/images/icons/tags/supermarket-and-store.png
1423286,942,200,credit,2020-08-11 3:45:54,car,https://api.kliqr.com/images/icons/tags/car.png
1627383,942,1000,debit,2020-08-13 7:18:43,food stuff,https://api.kliqr.com/images/icons/tags/food-stuff.png
2969182,942,3052.5,debit,2020-08-22 10:42:42,fuel,https://api.kliqr.com/images/icons/tags/fuel.png
1061934,942,20000,debit,2020-08-22 12:04:03,gotv,https://api.kliqr.com/images/icons/tags/gotv.png
845803,942,10000,debit,2020-08-22 13:18:29,supermarket & store,https://api.kliqr.com/images/icons/tags/supermarket-and-store.png
31441,942,200,debit,2020-09-01 8:39:50,supermarket & store,https://api.kliqr.com/images/icons/tags/supermarket-and-store.png
2645620,942,200,debit,2020-09-10 4:03:10,lounge & bar,https://api.kliqr.com/images/icons/tags/lounge-and-bar.png
1281994,942,3000,credit,2020-09-13 11:04:45,interest,https://api.kliqr.com/images/icons/tags/interest.png
908920,942,12000,credit,2020-09-16 7:53:09,data,https://api.kliqr.com/images/icons/tags/data.png
1127481,942,1620,debit,2020-09-16 19:10:40,restaurant & fast food,https://api.kliqr.com/images/icons/tags/restaurant-and-fastfood.png
987503,942,2,debit,2020-09-17 16:41:46,loan,https://api.kliqr.com/images/icons/tags/loan.png
1295767,942,100,debit,2020-09-18 1:45:17,shoes,https://api.kliqr.com/images/icons/tags/shoes.png
13794,942,2000,debit,2020-09-23 22:11:48,food stuff,https://api.kliqr.com/images/icons/tags/food-stuff.png
535694,942,11000,debit,2020-09-27 3:00:21,salary,https://api.kliqr.com/images/icons/tags/salary.png
899964,942,14400,debit,2020-09-28 13:25:19,fitness,https://api.kliqr.com/images/icons/tags/fitness.png
959385,942,200,debit,2020-10-02 18:32:56,friends & family,https://api.kliqr.com/images/icons/tags/friends.png
2972159,942,400,debit,2020-10-02 18:57:02,gadgets & electronics,https://api.kliqr.com/images/icons/tags/gadgets.png
1720259,942,10000,debit,2020-10-05 23:10:58,data,https://api.kliqr.com/images/icons/tags/data.png
2870600,942,2000,debit,2020-10-08 7:50:11,supermarket & store,https://api.kliqr.com/images/icons/tags/supermarket-and-store.png
2877340,942,100,debit,2020-10-11 7:25:46,food stuff,https://api.kliqr.com/images/icons/tags/food-stuff.png
503132,942,10000,debit,2020-10-11 18:53:33,tithe,https://api.kliqr.com/images/icons/tags/tithe.png
480604,942,25000,debit,2020-10-17 17:36:40,taxi,https://api.kliqr.com/images/icons/tags/taxi.png
1325813,942,1450,credit,2020-10-18 3:22:13,health care,https://api.kliqr.com/images/icons/tags/medication.png
1842314,942,3000,credit,2020-10-18 22:48:22,medication & drugs,https://api.kliqr.com/images/icons/tags/medication.png
883097,942,1000,debit,2020-10-20 20:47:55,dry cleaning,https://api.kliqr.com/images/icons/tags/laundry.png
11525,942,50,debit,2020-11-02 0:18:19,food stuff,https://api.kliqr.com/images/icons/tags/food-stuff.png
2098789,942,2000,debit,2020-11-04 18:45:30,gift & donations,https://api.kliqr.com/images/icons/tags/gift.png
1942129,942,350,debit,2020-11-05 9:24:45,taxify,https://api.kliqr.com/images/icons/tags/taxify.png
1060237,942,200,debit,2020-11-09 7:17:36,church,https://api.kliqr.com/images/icons/tags/church.png
1272688,942,150000,debit,2020-11-15 10:50:59,tollgate,https://api.kliqr.com/images/icons/tags/tollgate.png
1125786,942,600,credit,2020-11-18 1:51:21,wedding,https://api.kliqr.com/images/icons/tags/wedding.png
176813,942,60000,debit,2020-11-24 6:28:45,airtime,https://api.kliqr.com/images/icons/tags/airtime.png
15205,942,80000,credit,2020-11-24 11:56:21,supermarket & store,https://api.kliqr.com/images/icons/tags/supermarket-and-store.png
2886012,942,2300,debit,2020-11-26 16:16:21,cinema,https://api.kliqr.com/images/icons/tags/cinema.png
2464537,942,900,debit,2020-11-27 13:47:31,data,https://api.kliqr.com/images/icons/tags/data.png
2108942,942,31000,credit,2020-12-01 7:27:06,food stuff,https://api.kliqr.com/images/icons/tags/food-stuff.png
2946566,942,40000,debit,2020-12-01 19:28:24,pocket money,https://api.kliqr.com/images/icons/tags/pocket-money.png
1516083,942,2000,debit,2020-12-07 8:01:11,betting,https://api.kliqr.com/images/icons/tags/betting.png
1296140,942,1000,debit,2020-12-07 12:34:10,loan repayment,https://api.kliqr.com/images/icons/tags/loan.png
1245297,942,10000,debit,2020-12-07 13:05:03,supermarket & store,https://api.kliqr.com/images/icons/tags/supermarket-and-store.png
2936512,942,143,debit,2020-12-10 13:54:18,data,https://api.kliqr.com/images/icons/tags/data.png
1183062,942,2900,debit,2020-12-11 23:25:15,isusu & contribution,https://api.kliqr.com/images/icons/tags/isusu.png
6215,942,1200000,credit,2020-12-13 16:00:22,insurance,https://api.kliqr.com/images/icons/tags/insurance.png
1310,942,10000,debit,2020-12-18 23:57:31,travel,https://api.kliqr.com/images/icons/tags/travel.png
1139644,942,9000,debit,2020-12-21 16:08:11,airfare,https://api.kliqr.com/images/icons/tags/airfare.png
605084,942,4100,debit,2021-01-06 3:05:50,tax,https://api.kliqr.com/images/icons/tags/tax.png
901766,942,500,debit,2021-01-10 21:07:27,data,https://api.kliqr.com/images/icons/tags/data.png
168450,942,2500,debit,2021-01-13 19:12:24,supermarket & store,https://api.kliqr.com/images/icons/tags/supermarket-and-store.png
1354113,942,10000,debit,2021-01-14 10:35:13,vacation,https://api.kliqr.com/images/icons/tags/vacation.png
14582,942,440.73,debit,2021-01-17 0:10:57,hotel & travel,https://api.kliqr.com/images/icons/tags/hotel.png
883645,942,2000,debit,2021-01-20 13:24:18,beauty,https://api.kliqr.com/images/icons/tags/beauty.png
958176,942,65000,credit,2021-01-21 18:44:00,yoga,https://api.kliqr.com/images/icons/tags/yoga.png
2232053,942,24500,credit,2021-01-22 6:23:11,bills & utilities,https://api.kliqr.com/images/icons/tags/utility.png
1652703,942,300,debit,2021-01-23 17:41:25,friends,https://api.kliqr.com/images/icons/tags/friends.png
50336,942,14500,debit,2021-01-27 19:04:25,food stuff,https://api.kliqr.com/images/icons/tags/food-stuff.png
9597,984,200,debit,2020-02-02 17:36:11,data,https://api.kliqr.com/images/icons/tags/data.png
900641,984,300,debit,2020-02-02 21:06:08,gotv,https://api.kliqr.com/images/icons/tags/gotv.png
1204421,984,200,debit,2020-02-04 16:52:02,dstv,https://api.kliqr.com/images/icons/tags/dstv.png
1295449,984,100,debit,2020-02-08 4:31:15,bank charges,https://api.kliqr.com/images/icons/tags/bank-charges.png
2651393,984,15300,debit,2020-02-08 4:50:53,uber,https://api.kliqr.com/images/icons/tags/uber.png
20587,984,182000,debit,2020-02-10 19:11:24,supermarket & store,https://api.kliqr.com/images/icons/tags/supermarket-and-store.png
1953696,984,2000,credit,2020-02-11 7:40:38,family,https://api.kliqr.com/images/icons/tags/family.png
1273184,984,24500,debit,2020-02-11 8:16:10,food stuff,https://api.kliqr.com/images/icons/tags/food-stuff.png
1366342,984,758611.26,credit,2020-02-24 10:40:12,car,https://api.kliqr.com/images/icons/tags/car.png
6191,984,5065,debit,2020-02-27 0:21:28,fuel,https://api.kliqr.com/images/icons/tags/fuel.png
702879,984,5000,debit,2020-03-01 21:14:05,home,https://api.kliqr.com/images/icons/tags/home.png
440660,984,1200,credit,2020-03-02 9:34:21,restaurant & fast food,https://api.kliqr.com/images/icons/tags/restaurant-and-fastfood.png
1199801,984,3500,debit,2020-03-04 11:11:22,salary,https://api.kliqr.com/images/icons/tags/salary.png
831507,984,1000,debit,2020-03-14 8:23:00,shoes,https://api.kliqr.com/images/icons/tags/shoes.png
1350317,984,1000,debit,2020-03-17 0:44:47,generator,https://api.kliqr.com/images/icons/tags/generator.png
1127343,984,1500,debit,2020-03-17 10:10:59,lounge & bar,https://api.kliqr.com/images/icons/tags/lounge-and-bar.png
1140943,984,2050,credit,2020-03-19 4:12:06,interest,https://api.kliqr.com/images/icons/tags/interest.png
1285530,984,15.75,debit,2020-03-19 23:28:15,loan,https://api.kliqr.com/images/icons/tags/loan.png
789603,984,5000,debit,2020-03-26 12:43:02,work,https://api.kliqr.com/images/icons/tags/work.png
1250867,984,10000,debit,2020-03-28 15:27:58,fitness,https://api.kliqr.com/images/icons/tags/fitness.png
6423,984,52.5,debit,2020-04-05 8:21:06,gadgets & electronics,https://api.kliqr.com/images/icons/tags/gadgets.png
2198576,984,2500,credit,2020-04-06 19:52:55,medication & drugs,https://api.kliqr.com/images/icons/tags/medication.png
1833009,984,4,debit,2020-04-08 10:55:37,taxi,https://api.kliqr.com/images/icons/tags/taxi.png
950489,984,50,debit,2020-04-09 18:37:37,isusu & contribution,https://api.kliqr.com/images/icons/tags/isusu.png
1296092,984,2000,debit,2020-04-15 5:42:20,travel,https://api.kliqr.com/images/icons/tags/travel.png
1359432,984,1000,credit,2020-04-17 15:53:21,health care,https://api.kliqr.com/images/icons/tags/medication.png
2651393,984,15300,debit,2020-04-20 5:18:32,bills & utilities,https://api.kliqr.com/images/icons/tags/utility.png
1199798,984,25000,debit,2020-04-24 20:47:56,cash withdrawal,https://api.kliqr.com/images/icons/tags/cash-withdrawal.png
1399514,984,7000,debit,2020-04-26 0:22:46,taxify,https://api.kliqr.com/images/icons/tags/taxify.png
3068,984,65,debit,2020-04-27 18:39:12,dry cleaning,https://api.kliqr.com/images/icons/tags/laundry.png
2972480,984,3000,debit,2020-05-03 9:05:49,real estate,https://api.kliqr.com/images/icons/tags/realestate.png
2961234,984,6750,credit,2020-05-15 7:40:26,wedding,https://api.kliqr.com/images/icons/tags/wedding.png
1988242,984,10065,debit,2020-05-19 5:39:45,church,https://api.kliqr.com/images/icons/tags/church.png
2398100,984,580,debit,2020-05-19 13:19:01,tollgate,https://api.kliqr.com/images/icons/tags/tollgate.png
882394,984,1500,debit,2020-05-21 17:45:41,taxify,https://api.kliqr.com/images/icons/tags/taxify.png
9234,984,30000,credit,2020-05-22 11:45:05,airtime,https://api.kliqr.com/images/icons/tags/airtime.png
5519,984,51.65,debit,2020-05-23 20:42:54,rent,https://api.kliqr.com/images/icons/tags/rent.png
427610,984,4052.5,debit,2020-05-25 1:10:58,cinema,https://api.kliqr.com/images/icons/tags/cinema.png
1273550,984,80000,debit,2020-05-25 14:39:19,gym,https://api.kliqr.com/images/icons/tags/gym.png
894327,984,9820,debit,2020-05-27 21:55:25,gift & donations,https://api.kliqr.com/images/icons/tags/gift.png
7379,984,500,debit,2020-06-02 4:56:56,loan,https://api.kliqr.com/images/icons/tags/loan.png
535697,984,500,debit,2020-06-02 13:37:21,isusu & contribution,https://api.kliqr.com/images/icons/tags/isusu.png
214477,984,5000,debit,2020-06-04 11:18:21,savings & investment,https://api.kliqr.com/images/icons/tags/savings.png
935374,984,100000,credit,2020-06-06 2:33:43,pocket money,https://api.kliqr.com/images/icons/tags/pocket-money.png
238005,984,50,debit,2020-06-09 2:40:41,travel,https://api.kliqr.com/images/icons/tags/travel.png
1941050,984,1200,debit,2020-06-10 16:10:35,restaurant & fast food,https://api.kliqr.com/images/icons/tags/restaurant-and-fastfood.png
2092082,984,1000,debit,2020-06-10 22:41:02,education,https://api.kliqr.com/images/icons/tags/education.png
463238,984,1600,credit,2020-06-18 8:50:05,insurance,https://api.kliqr.com/images/icons/tags/insurance.png
448532,984,100,debit,2020-06-19 17:51:09,baby items,https://api.kliqr.com/images/icons/tags/baby-items.png
1234479,984,59167,debit,2020-06-27 6:40:33,loan repayment,https://api.kliqr.com/images/icons/tags/loan.png
1299847,984,400,debit,2020-07-01 22:19:39,beauty,https://api.kliqr.com/images/icons/tags/beauty.png
1452446,984,2000,debit,2020-07-01 22:24:36,dstv,https://api.kliqr.com/images/icons/tags/dstv.png
989304,984,1450,debit,2020-07-03 18:11:37,isusu & contribution,https://api.kliqr.com/images/icons/tags/isusu.png
1948780,984,25000,credit,2020-07-11 11:30:29,yoga,https://api.kliqr.com/images/icons/tags/yoga.png
1334997,984,200,credit,2020-07-16 7:58:09,bills & utilities,https://api.kliqr.com/images/icons/tags/utility.png
949506,984,52.5,debit,2020-07-20 2:41:40,betting,https://api.kliqr.com/images/icons/tags/betting.png
941996,984,20000,debit,2020-07-20 7:00:32,friends,https://api.kliqr.com/images/icons/tags/friends.png
1918027,984,14000,debit,2020-07-20 8:42:47,vacation,https://api.kliqr.com/images/icons/tags/vacation.png
1981243,984,1850,debit,2020-07-21 10:34:12,travel,https://api.kliqr.com/images/icons/tags/travel.png
9192,984,52.5,debit,2020-07-26 11:43:04,hotel & travel,https://api.kliqr.com/images/icons/tags/hotel.png
190092,984,200050,debit,2020-08-02 14:00:19,tax,https://api.kliqr.com/images/icons/tags/tax.png
543712,984,3000,credit,2020-08-05 20:41:37,family,https://api.kliqr.com/images/icons/tags/family.png
7406,984,5780,debit,2020-08-06 16:04:25,supermarket & store,https://api.kliqr.com/images/icons/tags/supermarket-and-store.png
